Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,Stochastic_K,Stochastic_D,CCI,MFI
2022-10-03,248.7100067138672,270.75,244.99270629882812,257.0899963378906,257.0899963378906,1588120,,,,,,
2022-10-10,257.0899963378906,262.6400146484375,237.44000244140625,249.27999877929688,249.27999877929688,1753750,,,,,,
2022-10-17,255.74000549316406,267.94000244140625,247.17999267578125,256.2200012207031,256.2200012207031,1143058,,,,,,
2022-10-24,260.70001220703125,274.9549865722656,255.9199981689453,258.05999755859375,258.05999755859375,1438936,,,,,,
2022-10-31,256.94000244140625,381.989990234375,245.1699981689453,373.989990234375,373.989990234375,15880857,,,,,,
2022-11-07,374.0,377.30999755859375,372.510009765625,373.989990234375,373.989990234375,10908157,,,,,,
2022-11-14,373.760009765625,377.7799987792969,373.510009765625,377.2900085449219,377.2900085449219,11382513,,,,,,
2022-11-21,377.04998779296875,378.3599853515625,376.04998779296875,378.0799865722656,378.0799865722656,2686769,,,,,,
2022-11-28,377.510009765625,378.5,376.54998779296875,377.20001220703125,377.20001220703125,3504942,,,96.73537880524111,95.98608857146876,,
2022-12-05,377.2099914550781,381.79998779296875,376.8399963378906,380.75,380.75,5029536,,,94.11297413856936,95.63530132445203,,
2022-12-12,380.989990234375,381.45001220703125,379.9800109863281,381.0,381.0,9671670,,,91.84887844056134,94.23241046145728,,
2022-12-19,381.25,381.69000244140625,380.5,381.0199890136719,381.0199890136719,24379466,,,88.4941244856597,91.48532568826347,,
