Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,Stochastic_K,Stochastic_D,CCI,MFI
2022-10-03,83.04000091552734,91.19000244140625,82.0199966430664,82.5999984741211,81.81805419921875,41871600,,,,,,
2022-10-10,82.0,82.12999725341797,71.12000274658203,74.81999969482422,74.11170959472656,62436400,,,,,,
2022-10-17,77.20999908447266,82.6500015258789,74.1500015258789,82.41999816894531,81.6397705078125,56439900,,,,,,
2022-10-24,82.83000183105469,90.25,81.9000015258789,89.72000122070312,88.87065887451172,44554600,,,,,,
2022-10-31,88.86000061035156,93.29000091552734,84.69999694824219,91.69999694824219,90.8319091796875,39173700,,,,,,
2022-11-07,92.26000213623047,110.88999938964844,92.0999984741211,110.52999877929688,109.48365020751953,47468600,,,,,,
2022-11-14,108.86000061035156,112.12000274658203,100.20999908447266,104.69999694824219,103.70884704589844,50886700,,,,,,
2022-11-21,103.52999877929688,108.56999969482422,101.83999633789062,105.81999969482422,104.81824493408203,24869600,,,,,,
2022-11-28,104.0,110.66999816894531,102.66000366210938,106.70999908447266,105.95719146728516,31879600,,,79.96032610900117,85.66311625417445,,
2022-12-05,106.37000274658203,109.73999786376953,103.7699966430664,107.33999633789062,106.5827407836914,25846700,,,78.51552855304165,81.57038543935211,,
2022-12-12,106.81999969482422,116.08999633789062,103.55000305175781,104.7300033569336,103.99116516113281,40517200,,,61.619074641849274,73.36497643463069,,
2022-12-19,104.83000183105469,106.51000213623047,95.33000183105469,97.22000122070312,96.53414154052734,31893500,,,37.89713427257736,59.343912489156104,,
2022-12-26,96.18000030517578,97.63999938964844,93.68000030517578,97.37999725341797,96.69300842285156,18874200,,,18.02600976831567,39.18073956091411,,
2023-01-02,99.7699966430664,104.86000061035156,96.12000274658203,104.2699966430664,103.5344009399414,24009800,,,24.290067618488383,26.737737219793814,36.26343010388636,
2023-01-09,105.55000305175781,111.88999938964844,104.16000366210938,109.97000122070312,109.19419860839844,27356200,68.28812299037624,,45.48564571663837,29.26724103448082,77.25193961849655,75.55368960848803
2023-01-16,109.41000366210938,112.38999938964844,106.08999633789062,109.6500015258789,108.87645721435547,20625800,67.97507692923352,,68.43396568744248,46.06989300752309,79.70182852240977,84.1588194159019
2023-01-23,108.52999877929688,115.76000213623047,108.5,112.5,111.70635223388672,31650300,69.32386422343268,,81.09390480314016,65.00450540240702,106.66857056919571,83.84034076756895
2023-01-30,110.69000244140625,124.91999816894531,107.97000122070312,119.9800033569336,119.13358306884766,41178600,72.58712516454334,,84.47939063766142,78.00242037608137,170.77371798599668,84.16103533751831
2023-02-06,118.20999908447266,121.29000091552734,112.97000122070312,114.7699966430664,113.96033477783203,26613400,67.22309937638859,,73.06353860858039,79.54561134979402,144.67349615159836,77.52392912796931
2023-02-13,115.16999816894531,119.58000183105469,113.37999725341797,115.44000244140625,114.6256103515625,32453600,67.55514825382322,,61.20331692519709,72.91541539047965,115.8686916307517,68.8377910505292
2023-02-20,113.63999938964844,114.83000183105469,109.4800033569336,111.30999755859375,110.52474212646484,25617600,63.298348705922415,,40.15590331918563,58.14091961765439,48.55105493505478,60.53848548056734
2023-02-27,113.51000213623047,119.31999969482422,111.48999786376953,118.95999908447266,118.39739990234375,38865000,67.39647171032696,,44.73252920666715,48.69724981701665,96.13942667593616,67.89611542385407
2023-03-06,119.8499984741211,121.5,113.91999816894531,114.38999938964844,113.84901428222656,28187500,62.87949586016626,,41.79710598909989,42.22851283831758,81.98479218894451,67.81602163216532
2023-03-13,113.79000091552734,124.38999938964844,111.91999816894531,122.5999984741211,122.02017974853516,46610600,67.14025007530981,,64.56031547145184,50.36331688907298,101.24834959245082,69.67934746915219
2023-03-20,123.0,125.62000274658203,118.05000305175781,119.52999877929688,118.96470642089844,35944000,64.17397472769619,,63.70360707230571,56.6870095109525,102.10582386856531,69.6610865120883
2023-03-27,120.75,123.5199966430664,115.58000183105469,122.83000183105469,122.24909973144531,29247600,65.91708908447079,,76.83901151264386,68.36764468546716,88.97427423766698,69.16357161792524
2023-04-03,121.62999725341797,122.97000122070312,111.87000274658203,114.44999694824219,113.90872192382812,22885700,58.1762570866783,,53.76200119769663,64.76820659421541,28.48115237657117,67.98403683684245
2023-04-10,112.47000122070312,117.83000183105469,111.37000274658203,112.9000015258789,112.3660659790039,23819500,56.846524336607395,,36.585068382264616,55.72869369753505,-32.43464458590295,62.72778702353901
2023-04-17,109.22000122070312,116.33000183105469,109.0,113.45999908447266,112.92341613769531,32020300,57.226914753657724,,18.778518725668096,36.37519610187646,-72.40198799447676,56.06243016407102
2023-04-24,113.48999786376953,113.94000244140625,109.1500015258789,113.02999877929688,112.49544525146484,33257000,56.81279376054932,,21.77559364314879,25.713060250360513,-109.4752275322013,50.1532306758537
2023-05-01,113.30000305175781,116.62000274658203,111.19999694824219,116.05999755859375,115.51111602783203,23099700,59.06093310911801,,35.042263402874504,25.198791923897144,-46.98424675453323,49.272485081305305
2023-05-08,116.87000274658203,117.58999633789062,112.86000061035156,116.08999633789062,115.54096984863281,17990900,59.08364278263149,,52.862018125542285,36.55995839052187,-15.97669163405837,46.37739526304378
2023-05-15,116.69000244140625,132.05999755859375,116.0199966430664,126.94999694824219,126.349609375,39436200,66.35897901156721,,69.55721558090251,52.48716570310645,197.50423362662457,54.489681147342964
2023-05-22,127.2300033569336,136.69000244140625,120.18000030517578,136.05999755859375,135.41651916503906,34288700,71.01488659376062,7.616093330021997,85.28240152380452,69.23387841008311,215.14400795411711,62.52248521834155
2023-05-29,138.0,138.8000030517578,131.69000244140625,134.6300048828125,134.338623046875,29456800,69.39142843086957,8.229155848746302,86.8147087608229,80.55144195517666,202.20915416894397,68.82045508790253
2023-06-05,134.82000732421875,137.97999572753906,130.75,136.1199951171875,135.82537841796875,22285100,70.15697022879644,8.734555551927784,90.75738368144066,87.61816465535604,152.57562443681024,61.9377903198212
2023-06-12,137.74000549316406,142.52999877929688,136.8300018310547,138.92999267578125,138.62930297851562,33637300,71.59960826859546,9.255144235140946,86.99331575123985,88.18846939783447,148.33949936918995,62.964918546942336
2023-06-19,139.11000061035156,140.32000732421875,134.83999633789062,136.07000732421875,135.77549743652344,19274300,67.9967658001042,9.329394152802791,82.39495535249279,86.71521826172443,103.18450846190603,55.36563859655834
2023-06-26,136.47000122070312,146.69000244140625,136.47000122070312,144.5399932861328,144.22715759277344,31304300,72.4225681259643,9.956917678954909,81.34276477070362,83.57701195814542,117.35093864628797,55.46668052152145
2023-07-03,144.02000427246094,145.91000366210938,138.75999450683594,139.57000732421875,139.26792907714844,16984900,66.60228110754328,9.938631901297967,70.98021059765371,78.23931024028337,91.80089620083899,56.76716040817828
2023-07-10,139.77999877929688,145.38999938964844,134.00999450683594,142.74000549316406,142.43106079101562,31133700,68.3494705346881,10.063922021724238,70.23100755606994,74.18466097480909,76.4733719929432,54.80945391618992
