Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,Stochastic_K,Stochastic_D,CCI,MFI
2022-10-03,113.58000183105469,123.0,112.44999694824219,114.55999755859375,114.55999755859375,258903800,,,,,,
2022-10-10,115.0999984741211,116.25,105.3499984741211,106.9000015258789,106.9000015258789,299106000,,,,,,
2022-10-17,110.11000061035156,119.58999633789062,110.08999633789062,119.31999969482422,119.31999969482422,280043100,,,,,,
2022-10-24,119.9800033569336,121.31999969482422,97.66000366210938,103.41000366210938,103.41000366210938,522007200,,,,,,
2022-10-31,103.55999755859375,104.87000274658203,88.04000091552734,90.9800033569336,90.9800033569336,654167800,,,,,,
2022-11-07,91.94999694824219,101.19000244140625,85.87000274658203,100.79000091552734,100.79000091552734,542000700,,,,,,
2022-11-14,98.7699966430664,103.79000091552734,92.4800033569336,94.13999938964844,94.13999938964844,453874300,,,,,,
2022-11-21,93.97000122070312,95.0199966430664,90.58999633789062,93.41000366210938,93.41000366210938,241025600,,,,,,
2022-11-28,93.93000030517578,97.2300033569336,91.44000244140625,94.12999725341797,94.12999725341797,384300600,,,29.35722587979433,27.620314857232614,,
2022-12-05,93.05000305175781,94.05999755859375,87.4800033569336,89.08999633789062,89.08999633789062,355830400,,,27.570589765987133,28.607657204907756,,
2022-12-12,89.20999908447266,96.25,86.7300033569336,87.86000061035156,87.86000061035156,463456800,,,22.688679115390684,26.538831587057388,,
2022-12-19,87.51000213623047,87.62999725341797,82.25,85.25,85.25,356012000,,,14.873026609619444,21.71076516366576,,
2022-12-26,84.97000122070312,85.3499984741211,81.69000244140625,84.0,84.0,232909700,,,13.838404011420458,17.133369912143532,,
2023-01-02,85.45999908447266,86.9800033569336,81.43000030517578,86.08000183105469,86.08000183105469,296825300,,,22.08935840709478,16.933596342711567,-92.29373239999207,
2023-01-09,87.45999908447266,98.37000274658203,87.08000183105469,98.12000274658203,98.12000274658203,406953100,40.92514979365338,,48.25519357393739,28.060985330817548,-9.026355875239725,51.44671667146008
2023-01-16,98.68000030517578,99.31999969482422,92.86000061035156,97.25,97.25,288809600,40.506168859711885,,72.77667462015229,47.707075533728165,22.398695856145235,57.28445982769574
2023-01-23,97.55999755859375,103.48999786376953,91.5199966430664,102.23999786376953,102.23999786376953,393991400,44.04459738268128,,93.76237653732619,71.59808157713864,82.31100211558433,57.80819892138577
2023-01-30,101.08999633789062,114.0,99.01000213623047,103.38999938964844,103.38999938964844,520198300,44.85855053395053,,83.39564465847326,83.31156527198392,179.94378177192323,68.38195189650258
2023-02-06,102.93000030517578,103.94999694824219,96.2300033569336,97.61000061035156,97.61000061035156,394687400,41.58437767658004,,66.9578465480163,81.37195591460527,79.45263275111806,71.4722297246887
2023-02-13,97.8499984741211,101.16999816894531,95.6500015258789,97.19999694824219,97.19999694824219,273370600,41.35380042019132,,43.93560207691586,64.7630310944685,58.6072479793567,64.35750171760073
2023-02-20,95.33999633789062,97.01000213623047,92.31999969482422,93.5,93.5,221635300,39.23930901024117,,24.39688046138525,45.09677636210583,11.335798654709537,57.95497356305022
2023-02-27,94.27999877929688,94.94000244140625,90.38999938964844,94.9000015258789,94.9000015258789,254998100,40.47944495843808,,17.725609414730297,28.686030651010494,-1.0723198662134465,57.7767498443428
