Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,Stochastic_K,Stochastic_D,CCI,MFI
2022-10-03,96.76000213623047,102.93000030517578,96.5199966430664,98.68000030517578,98.68000030517578,128836500,,,,,,
2022-10-10,99.0,100.69000244140625,94.37999725341797,96.55999755859375,96.55999755859375,126593800,,,,,,
2022-10-17,98.86000061035156,103.47000122070312,97.72000122070312,101.12999725341797,101.12999725341797,134072900,,,,,,
2022-10-24,101.80000305175781,104.81999969482422,91.80000305175781,96.29000091552734,96.29000091552734,260310100,,,,,,
2022-10-31,95.41999816894531,96.02999877929688,83.33999633789062,86.58000183105469,86.58000183105469,248287600,,,,,,
2022-11-07,87.27999877929688,96.93000030517578,86.8499984741211,96.41000366210938,96.41000366210938,180987600,,,,,,
2022-11-14,95.08999633789062,100.13999938964844,94.51000213623047,97.43000030517578,97.43000030517578,155320400,,,,,,
2022-11-21,97.29000091552734,98.76000213623047,94.05000305175781,97.45999908447266,97.45999908447266,73655400,,,,,,
2022-11-28,97.04000091552734,102.25,94.11000061035156,100.44000244140625,100.44000244140625,140114500,,,73.91994714100105,61.71841173087663,,
2022-12-05,99.4000015258789,101.37999725341797,92.75,92.83000183105469,92.83000183105469,140799900,,,64.9983722736576,67.65930716820662,,
2022-12-12,92.70999908447266,99.52999877929688,89.5199966430664,90.26000213623047,90.26000213623047,196866100,,,45.02420933953177,61.31417625139681,,
2022-12-19,90.26000213623047,90.55999755859375,86.31999969482422,89.2300033569336,89.2300033569336,128353700,,,20.970570354771215,43.66438398932019,,
2022-12-26,88.80000305175781,88.94000244140625,85.94000244140625,88.2300033569336,88.2300033569336,86940300,,,12.706999323052655,26.23392633911855,,
2023-01-02,89.58999633789062,91.05000305175781,84.86000061035156,87.33999633789062,87.33999633789062,131561900,,,15.773333337868442,16.483634338564105,-113.74208245787217,
2023-01-09,88.36000061035156,92.19000244140625,85.83000183105469,92.12000274658203,92.12000274658203,142921000,43.80898811035864,,26.180443569201703,18.22025874337427,-64.30575353330808,41.59867759093321
2023-01-16,92.05999755859375,98.30000305175781,90.05000305175781,98.0199966430664,98.0199966430664,161910600,49.8262728815054,,54.13915879407858,32.03097856704958,30.654561265216188,48.511395669296355
2023-01-23,97.94999694824219,100.31999969482422,93.76000213623047,99.37000274658203,99.37000274658203,179407400,51.116206802407625,,80.42017399784629,53.57992545370886,80.20516617292508,49.507789545606826
